"Data Source","World Development Indicators",
"Last Updated Date","2021-07-30",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9946480312495.16","10240778606670.3","10314381872156.4","10422620009622.9","10621637562047","11044028031154.1","11443618748100.8","11977479798840","12240869024454.5","12727935690480.1","13725540912534.6","14434899751111.2","15152040332248.8","15762375541704.5","16785497172740.2","17744982108124.8","19690831547246.9","21177499951644.4","22731743488691.2","22201526362631.2","23228213868911.2","24648297319610.5","25427613686378.6","26715946630829.1","27520813695682","28033682948014.3","29460986223502","31096577105290.8","32745579474171.6","33898058910567.3","32669839757547.6",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49414727009.6657","53278079471.2102","55644373291.0451","58086743623.8433","61853412774.4538","64572867463.8321","66893930914.7607","70992445182.7899","74136569424.8266","71642608049.4488","74043841103.1165","78706481802.139","83226863411.5377","87080715749.4805","96767828100.1704","105061868142.164","113007687560.374","118584813696.74","128576671514.5","130290804563.046","136455680459.363","150266909235.128","159559695566.132","175196209316.482","186846614273.657","179309604311.665","181967413007.433","195010792573.628","202267590160.504","205903294944.802","192246323002.904",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208454757918.793","217929482572.788","232865715351.527","245297947679.67","260490214084.705","278298978116.639","297532517195.704","319286474518.381","340882281186.999","366736982096.425","398818686037.77","421974978053.266","438895222684.3","461322134076.187","493127762500.102","531226710261.416","584759230065.214","643027593658.5","702447294120.62","740882252585.784","788094704336.251","818754235836.905","958659720240.143","992022227977.067","985262043446.578","1064235799328.8","1057086848346.43","1062265603571.56","1145575835765.82","1230830145121.9","1290207809159.48",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5280107619098","5606996762798.86","5815635490876.51","5912530735260.32","6186707423957.1","6470742488817.39","6686364787107.69","6983134050672.5","7333737848066.71","7634612657172.34","8137320929999.24","8549186899639.24","8924407495898.12","9110139334738.43","9520566115813.34","9906791897856.94","10751888871353.7","11435303865317.5","11936846421706.9","11674930857791.3","12032032971725.1","12552299440798.4","12704268996839.9","13148070236930.6","13520282843999","13929233108868.5","14821606496427.5","15555995888823.7","16250733848877.3","16868883363467.9","16036092298160.6",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1837600884.64602","2134241557.80154","2642403350.70217","2774923729.22613","3087363536.00974","3388982041.55673","3487874376.7852","3538709387.11861","3504145050.70487","3894538515.38692","4075039897.8946","4040494310.24776","4209509459.7278","4452380665.815","4542659675.71869","4731244991.5963","4351411600.70504","4554553075.01286","4708725093.18969","5224331270.24732","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530638070176.855","562549788833.292","580716550309.728","588343525048.122","615227258586.272","645448252087.321","675655555893.167","717288364100.496","768102087025.957","805891424628.996","876008215818.019","937888672439.445","1009753311276.12","1055547880591.59","1121204649524.48","1205129771230.45","1362070766896.93","1466710759579.98","1528583945708.69","1488992580957.79","1476807962883.93","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621069891987.84","1733214656948.48","1841780549395.31","1905613472079.8","1988355209246.83","1815203917494.41",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9275894856.4011","9719976410.60359","11149014859.4976","11696509483.5763","11705259423.9637","13184474180.5272","14334129421.3636","16097518740.5526","17989106964.3863","19787596218.2654","22523014813.402","26003466995.4687","29715835042.7288","30525884543.7616","27502880564.4629","29046149546.8101","32895238467.5528","34642139242.2797","36432843820.3452","38300195486.724","38658832173.816","41548791415.7268","44601591301.6816","48023191743.8429","51509303318.4128","51105823748.7351",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19874593252.2207","19080186651.1937","17822571546.8157","20642727015.5868","21756084476.566","23573332414.6381","26987866367.5162","28313601759.7533","27642133142.4657","29488760481.6127","31978926212.1031","35393256881.9779","36497685087.8935","36371985955.2693","42420726703.5898","48911885234.8624","55851901028.9292","63922607129.3671","72196432560.1741","79150399766.5965","90122255177.1875","102289393957.91","112533091823.037","122434385173.204","148485604878.241","167119104031.576","194651496419.484","215094143811.298","235271659402.583","259501226155.106","278551908869.177",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6216740820274.52","6520112376375.16","6737363284771.86","6861599469600.5","7195398673924.38","7550821367309.81","7814924427261.94","8149400865546.52","8547823537110.35","8895609577814.35","9480538053509.9","9963322696551.51","10421187673188.7","10672054810964.4","11215659700398.1","11678783944677.9","12709531949410.5","13588971047388.4","14289975882027.6","14035540986582.1","14517906715170.1","15188563070480","15416352083016.8","15964703690622","16443228831136.1","16987124441418.1","18075227603997.8","19032577172122.9","19938642393164.2","20793196599662.5","19922967732224",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834635610011.18","896227948624.435","949560966165.124","987032065019.515","1004852754302.64","1051410929650.92","1116787993797.36","1208071544651.36","1302609438646.14","1356869573193.01","1473899010829.21","1567266627358.1","1611433233531.45","1590425130203.33","1865282269021.72","2070469820435.86","2297822682050.5","2534063177518.73","2746621532018.02","2884717540742.33","3083886362294.13","3145078958005.2","3443546822607.32","3647391389721.27","3800102126255.04","3680222548839.74","3754876441691.72","3979807717859.95","4191139441653.7","4377429705392.86","4221088136978.85",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90265848548.9923","87825382130.7148","86867337299.2047","88336815286.099","93798773315.5829","99803833599.8509","102688657703.133","111981122064.85","121498842738.499","127934744369.414","138703561571.422","144266612136.598","148763741906.139","151289835349.714","162992881035.053","168146788316.398","181207160374.788","199873497786.211","212980676990.544","202878409362.365","209096799360.739","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","274425715902.871","284674827958.825","282563246442.481",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3060644161.45705","3078715564.1371","3340958207.90449","3492964427.37229","3749497607.91482","3923821146.58977","4187459580.41901","4165955092.73288","4267610754.99997","4710198560.99713","4733630525.21469","4934208367.53019","5172647992.90434","5321396045.96229","5754286243.18659","5975063668.66377","6269918031.41014","6383577453.46452","6574958071.44494","6533256125.20689","6804670601.4552","7134734867.15989","7646755789.3648","8254663160.44005","9831527135.70518","10781765000.9703","11020155995.5114","11783674123.9893","12526653517.4198","12693491874.1093","10400005893.2504",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025467669734.99","1071257900454.03","1113195253051.49","1132405227954.61","1183862536059.2","1234150344177.85","1273114523435.78","1333376996155.95","1405861395528.77","1470523899441.7","1589936180393.89","1687448028312.09","1762926373243.27","1751797544832.54","1820723750991.02","1926880446239.76","2062930997917.15","2181668616431.29","2259256991361.58","2245566957467.61","2336458699266.96","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3124871103486.53","3320558731410.3","3115307327635.69",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170531149.718027","189392357.766486","201472301.23421","223035499.478189","226580522.791347","247558203.18706","244068595.830152","233229361.345254","242577472.60937","249462030.152831","267367014.880799","279154083.644587","285120758.998075","294981392.270774","293592427.621849","308919163.402916","318009716.654237","320556238.472526","318920730.936647","324864719.617549","336075697.307838","354035867.533622","354089774.691078","347045410.623857","345315038.223687","364716357.97456","371860687.894179","389013434.198747","399196702.964323","411200018.906682","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11769492035.1711","12911246820.2287","12797413667.591","13617643450.6143","14424817685.2355","15459794348.7955","16313554632.6717","17547138371.0185","18361763868.0569","16963003476.6393","17015659145.9437","17760178208.9234","17996173809.3228","18742324018.1003","19379622850.2116","20518080320.0839","20545716836.7383","22365200621.7813","22045903325.4295","22242921983.0834","24097481835.4598","26345487003.7203","26868451928.813","27463881944.8317","28955844877.1506","28630139365.0076","28684983156.4358","30986311650.7557","31997757896.9508","33853794566.135","33810229725.8134",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972727057280.763","994529799088.3","1021274203546.81","1071501134734.38","1136471915938.45","1189676644762.62","1269582167790.58","1342537017628.25","1383639360547.88","1432522433278.82","1555999806902.11","1639407415514.8","1721569207264.48","1803323590718.29","1913770863293.68","1968627184968.18","2108799575578.56","2177277848190.4","2264898651970.74","2182384352921.78","2288743022372.59","2351301320582.62","2439690778953.13","2560720778772.47","2667369180635.81","2771840629787.55","2896751829428.58","3021843380304.75","3133331675324.88","3242463982970.3","3019057448228.85",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27519829491.1051","22447430791.3757","12650402055.8439","9155738498.91015","8378718943.85981","8776820832.94975","9938530347.74884","11173375015.1153","11649960737.0356","12157256763.287","12657517073.2423","13556742862.2903","14524990237.2218","16430841718.4848","17850911489.6128","20172105873.8104","22740224101.0782","26288412674.7565","27447928249.6555","26647548491.9831","28642799807.5431","31404963200.6754","36640112634.8222","39451053057.9766","43054252353.1571","45035492644.5473","47930061166.6244","50662483514.4009","54391332779.6939","58120644334.6902","55201246509.2815",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18279898800.8071","19896244106.0839","21139109919.3206","22689492606.3374","23938741136.7354","25445799962.1895","27104297258.4059","28728687625.8918","30417594051.3963","32214461017.0757","34153187522.02","36298404715.3956","38531824472.6733","41288261816.1763","44774219849.8645","48892878541.0427","53596271560.149","57428333028.8488","63902175211.9109","67508666323.996","73690444261.8851","85797385076.0381","98315093257.2606","140882670438.013","143110004939.935","139385714540.491","137985298691.512","145132315606.414","157831279263.964","171103469315.964","173893741809.25",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5608354306.52458","5949541808.44557","6284167692.94791","6757549944.18246","7175859483.43045","7663898269.86452","8152418041.35412","8722707854.89147","9142327407.9993","9627862283.37466","10089469201.4133","10687978019.2247","11417760036.4585","11775008523.4869","12374984107.7895","13142923426.5146","13701736683.4553","15029008636.1143","15954575160.1287","15895726717.0568","16854986319.6423","18172750190.6433","19125167503.1969","19730520884.6219","20122408008.2638","20799124961.1092","24399990225.9489","29176885980.0036","31777170682.0461","34170665277.3237","37001533886.7782",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1487913576.34484","1586024624.24858","1676976703.276","1768417996.36763","1808968184.76394","1863186043.46385","1939488920.62247","2069607006.78101","2166152358.5547","2338062671.72713","2521797590.05633","2726583801.39222","2679696254.54467","2916974709.34523","3206689019.07315","3228813825.60575","3308042803.02274","3500282386.08419","3791601187.66594","4075170886.59331","4366237247.74453","4095033765.28765","4190620609.90576","4165986163.68023","4102796584.71164","4311179261.73183","4446016237.15633","4588632823.22907","5038758421.62489","5439341717.96503","5505227810.76404",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987615090.55339","1073085525.0163","1109613102.32584","1159756908.57677","1222426818.80959","1302973644.80228","1480743947.44105","1604185817.36023","1166391791.85291","1195366686.47944","1288411407.75223","1345492467.78335","1353309810.06555","1386278645.00362","1462911531.2359","1572833647.49254","1657852360.89437","1757935025.41928","1849541241.33285","1926426824.73444","2038736560.95379","2249594251.25778","2175252518.53473","2248857564.16191","2332574695.02558","2774674410.9887","3113471483.94557","3519615667.21345","3650388398.4485","3882753264.08843","3835469757.85956",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274120341.155928","280493494.297935","386565033.049277","439384896.674059","523571732.930184","628022997.56423","1065316216.87131","2708923093.53477","3390693734.17627","4322400660.71903","5223898642.66177","8722003541.20019","10584365243.6776","12285432329.6125","17410170853.2041","20959296043.6284","23257333796.9397","27531778948.9456","33063039146.6364","33762635648.2781","31107908523.9633","33829572382.3589","38742501085.3548","37422586820.9297","37816353965.5144","28095292742.1539","24861119032.1946","28459489607.0026","27325291211.4136","26150162020.8786","25171795254.5234",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135408020600.103","144326779220.846","148649299577.712","149736420646.998","155992549905.3","162607633841.208","170909934297.719","182840023207.218","193323714159.601","198711870247.148","210979945689.354","227712026883.675","246559427543.151","260874559084.5","278691714741.976","281028288686.782","314200907723.437","323550929517.93","341817993053.192","337447729410.127","310668079608.997","285079593304.756","275155387394.967","284524682948.774","290196810851.939","289146108000.722","296029302728.601","308068249046.59","318562046357.299","330966133502.714","305005122357.204",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455559386.366529","477490731.661173","484215533.08973","485978343.287256","504761885.516766","526320053.266684","559744171.459954","597954392.784926","675756101.229566","732801841.63954","785803167.180392","786786462.861541","826703734.536299","921748404.829422","940435296.66762","1098472403.99823","1086498720.73044","1184003536.94945","1218471126.43197","1146564908.52546","1153994996.51296","1187113039.99111","1199574282.19567","1285879276.92482","1420279857.55212","1551090812.87388","1656762122.48781","1798099078.35128","1917520947.9544","1990426616.9699","1788288701.25049",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30079214891.8887","32234004853.9426","34563720302.9535","36772154356.7674","39072346703.6934","41865684048.1794","43893225981.218","46598688064.112","49476274201.4786","52121478535.8951","55209685769.9608","57736723347.6202","60901722642.9454","63620997665.3058","67383930499.2081","71759179634.4133","77887088274.0812","85048219083.536","89558087226.7302","90671190119.6935","94373325496.7776","100356396780.438","106499944416.169","112026328527.748","118753948140.898","127566291555.947","130131253708.676","133882980507.73","141651998407.763","149755962160.604","149267093586.008",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2270455832.69179","2489429584.40172","2743689696.95231","3038309207.36118","3367965800.56113","3611596995.86539","3970308623.85228","4288395277.03468","4263844953.4344","4453445095.60156","4490906719.37448","4694028032.59822","4822283215.99067","4880783721.82846","5090542869.4711","5146702428.09835","5574447257.91885","6135834761.46402","6355596737.83603","6652363091.93491","6984244463.697","7510831415.15771","7916300208.37526","8369731951.59515","8360291166.10801","8593946180.92471","8713910376.31882","9306806134.53307","9953497836.9178","10673487931.5955","15499768575.4838",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18385432479497.7","19370474590258.2","20281142504370.8","21048145081065.6","22207721105895","23345605142500.2","24544668532653.1","25833499038107.3","26880979178762","28147031638749","30115116065080.8","31295929792889.8","32523401649207.7","33844004108147.6","35974680902814.6","38002075766071.2","40756343648391.3","43088379573917.7","44545658319265","43719570043977.8","45660082044611.4","47756313370384.1","49351599985729.2","51247875820489.6","52921263471625.1","54144572677809.7","55997577863527.2","58550009343214.7","61275803116830.5","63406839729068.8","61441870842632.2",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104222553924.64","113890807596.796","123749174801.688","134536749962.424","145703760144.564","152290084382.279","161682498591.002","172857976023.555","164520495485.991","171079409343.2","188307535689.445","193517267709.066","199834870952.123","209766877964.518","234155428018.123","259287931065.441","285921047371.508","312582459092.73","325443475331.398","319860370245.394","345486877582.287","369685331700.329","373482558531.676","385448332074.392","396043918178.997","411294477052.779","419810624219.189","442387687745.01","465904007388.836","466255341756.142","443204405550.195",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10168938113.4776","10163873611.6323","11026889139.3692","12021393272.0265","12304113262.0003","13339616988.5916","13837993300.7463","14723868834.6088","15424159923.6583","15531748233.494","17036736964.317","17884544595.2202","18849502622.5003","20072566940.6346","21897625326.5748","23945932319.4737","26290762652.7496","28667668913.0693","30461990353.2645","29947848187.0113","31427232362.6168","33314349143.9269","34844289142.3691","36445584467.0234","39875503507.5608","43955139193.462","47719049297.9263","52444135530.2339","55768198754.2598","58269725391.5089","53688523885.042",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358743458570.517","373951756196.793","380687419668.378","394097140191.683","403169379892.334","432463154449.459","463389580815.306","491282994151.945","514100393945.034","538956144368.766","566514599982.762","604451015147.976","635226482102.866","676775968538.286","733055560105.58","801783899169.291","878212903166.423","959730628285.753","1037940351080.71","1094303653089.66","1173098944002.96","1257305898266.48","1309155530353.39","1431469677931.37","1565062647511.83","1669074543937.36","1776291334584","1892969068364.17","2029147782003.45","2155627631593.88","2190426951393.68",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36940735427.0117","39758796190.3867","42932896317.2349","44512699021.2761","44528562733.9852","47307816903.3105","49665113362.8865","54408853260.0317","58310171926.0752","62559845877.7616","65947858417.0483","75104731452.7643","83267880181.0587","89507453401.0366","86145069841.2484","85112176300.3223","89055724750.9704","90339300421.3428","92861349145.1112","93502002543.5275","96704335180.6702","103842398391.19","110537921519.404","116725859609.462","122957545548.893","115360905458.654",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14468971470.9057","15239573819.1981","14759217415.8043","14289050754.85","12850080223.1184","14418056903.1772","15290006631.0965","15974348302.5486","16506600455.0067","17198752286.6941","17736210476.8908","18064657162.9719","18520045310.8647","19497694428.0468","19775696548.2588","21129391022.8918","22148580071.7179","24010397194.4105","25084054565.0299","26870883749.2815","26149570845.1158","28338730486.8326","28317570996.5471","29872706670.4998","30562742045.6341","31053001979.3673","32798870134.9337","32738003150.2684","34083159241.2359","34108087808.6002","33356574642.491",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86153044158.7966","85416346115.348","86936351390.7852","91409628025.0885","94716455205.1203","96196504213.1441","101067166852.986","106748523552.132","111315201192.571","121085109186.054","134614917256.414","147567884018.729","156657222791.737","164041614128.881","172222023006.273","184680778081.326","191472990753.703","207757652349.402","207359073277.675","217167008533.833","229348031842.066","230214451411.076","242367240075.151","253001464884.581","263571390904.7","273925720700.132","288403653836.432","311175568872.58","331796894851.41","322562097345.176",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10142633372785.2","10698283089529.3","11177151301526.9","11795956128179","12435286790789.8","13253616593845.9","14229706337527.2","15196950668165.1","15524798716015.9","16346592686867.4","17705953802269.3","18771041629071.6","19919298723133.8","21486106171553.5","23810734874299.8","26347427022399.9","29709151787306.7","33194423257506.4","36205528701527.7","37667853541577.6","41051396978152.6","44646080547907.5","47866573746455.9","50609908959828.3","52608797186197.6","53530115676140.6","55966467293406.2","59408586914947.3","63758753309929.5","67218307909314.6","66414756867408.2",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11238461665495.6","11852200923631.5","12382562454652.3","13041613761331.1","13719105538689.1","14612142794424.6","15679617617267.8","16719858707893.7","17114653233243.7","18013701582829.8","19481731587250.8","20671250811471.7","21949887330961.9","23665400180362.9","26201442638028.5","28971186538080.6","32586305568477.4","36340376649123.9","39580385563738.5","41244962332518.9","44884767324096.9","48736752890260.7","52162504876119.9","55241291998614.6","57599083253147.1","58773639766343.9","61446841548223.8","65226392419351.2","70014420867758.7","73832221003276.2","73076802507351.7",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116084204961.52","1175157818844.21","1227590997887.94","1267278870709.4","1304904570463.71","1380428075401.45","1472876754990.99","1545814241793.7","1615416180978.97","1693586002682.4","1802393985881.14","1929540463634.03","2062606580150.48","2213243629594.27","2427032378537.99","2662801024031.84","2916841717267.85","3186636080052.68","3416221772980.19","3623159388508.92","3880583098761.71","4138436205902.16","4343899453416.18","4685320742092.49","5055765441086.7","5319019411022.64","5559204656480.99","5901504993240.55","6346160399157.21","6710370481828.29","6764353080185.41",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550734800244.812","582180565282.566","615588835338.292","629245717840.092","649682712373.961","679419633692.81","723509003100.759","750525328577.04","779761757403.347","809954607783.695","860243534432.812","916787626219.067","991453962808.835","1063313082728.77","1174836173160.9","1285131023741.03","1401537774482.11","1521087577054.45","1611451207269.03","1712514004031.34","1826784669082.49","1949603572371.17","2032339488427.89","2162107877473.69","2317459050209.64","2405636575175.97","2454076001794.34","2573124928500.24","2741039097730.45","2851865266446.03","2865047953816.92",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559131042411.485","617993478400.225","673146226705.88","733861367610.177","806046589948.469","890594415634.264","977804727953.331","1041413997184.03","914893141070.981","935444860651.984","1003409878357.44","1062779719417.25","1128166279136.92","1204049454381.46","1298670016319.68","1415353361050.54","1538398895700.02","1679958456542.15","1815628705517.81","1914153967345.5","2056981019927.07","2229511719014.97","2413435225696.69","2535041372928.96","2622251600815.57","2647706548803.03","2744896640112.26","2894125530220.37","3116958911116.03","3331807553957.09","3302376910063.7",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558853052075.518","585740121407.487","603157036462.438","629955716490.59","646650610943.036","693079569009.998","741108093422.754","787869727756.474","828547297114.716","877249432309.066","935606362466.753","1006289492283.28","1062748417593.45","1140971497033.74","1241426073944.68","1366264861014.02","1503475997282.77","1653708908869.38","1794141144880.51","1899060954474.5","2042058688467.81","2176183418244.71","2299590992734.98","2513092277403.58","2729452539079.37","2908374235656.04","3108223828760.28","3336102426919.29","3617018371799.8","3877518218671.77","3919830542907.44",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049390410461.33","1096343564409.18","1182803883925.35","1268351543329.99","1381697728951.06","1517520652718.94","1661970214018.39","1759096527697.86","1888909813756.38","2085682732543.69","2214209383960.06","2371931984607.47","2501105223095.37","2747800522348.92","3045344755474.08","3389017492184.65","3773022708578.03","4171185449753.47","4383576794711.13","4764254227921.92","5229333741119.76","5618380734788.7","6153155415799.54","6477517561942.46","6781021982584.22","7159798324010.31","7735001687459.64","8276934253114.71","9029375940714.04","9562005607605.32","8907027654120.09",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48183799861.7788","50774497664.4272","53667831610.3482","56418628807.9976","60940089970.6257","68212226739.2041","74312883261.2373","83104826652.6104","93076878440.6565","101401345031.415","114886992362.788","125885695802.363","138448535993.491","144814177722.541","157452809247.017","168261057796.378","188776122922.754","205566823712.454","198655403638.32","188520771778.584","197529522155.754","205590132685.839","212744349218.537","221412846943.153","238264187018.721","324636126844.233","340945767850.241","378128113493.747","413286490517.388","441284910101.123","467566931765.702",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405936880800.047","471689922477.2","496248562421.568","513230139176.253","516462835950.097","539335948876.038","577754536204.481","590646028653.897","610280250371.288","624877009212.093","675955891323.579","696679678545.651","759270638672.037","840746935458.536","901231794002.663","958947642349.376","1037363705684.15","1152107949767.8","1177464322047.07","1198392752461.62","1282648743150.82","1344086183911.39","1204868695388.78","1168173442990.26","1180245347698.22","1066588920477.83","1114814815036.12","1172665437001.49","1128459783071.41","1070680601853.69","1101657649246.12",
